carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,3476.7049859719173
0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,-725.3027190572843
1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,6769.494278277856
1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,4749.508261794377
0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,1274.7202694879338
1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,8891.290249832748
1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,8167.379551199023
0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,1917.1812663496971
0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,3001.106437754856
0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,718.4903671783445
1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,11779.520240235206
0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,2275.442379364828
0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,2993.795898228833
0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,297.60938674344425
2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,14497.699044186977
1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,6243.166000190195
1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,6578.644453491634
1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,4524.195282719989
1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,6130.044069478383
0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,4151.985253354666
0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,1256.4276001464318
0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,697.1304679912723
0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,2089.969839791984
0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,5847.852530985512
0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,1316.6739502692985
0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,1929.130269369783
1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,8241.979074347419
0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,687.8611958047672
1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,6842.312710504439
0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,467.0162215332689
1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,11336.930735547261
0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,1701.7537667630845
0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,2989.245524800858
1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,4957.322454272051
0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,1370.1706099243142
1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,10169.122754854314
1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,6752.04785665135
0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,809.358758870942
0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,879.0755651944733
0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,423.7909908530596
0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,2001.5514589647505
0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,2211.948064916846
1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,8483.931494645496
0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,3874.1535525524014
0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,958.5543072987061
0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,2729.5290621316794
0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,2928.4179461999115
0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,4935.0258821821535
0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,659.8255856442834
1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,3599.8061732407887
2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,14481.419286312439
1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,8147.634028580715
0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,1231.701068725793
0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,2378.9304545797836
0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,791.4226010856323
1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,4931.680798269603
0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,2063.4154725098538
1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,7743.078444407694
1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,10685.555639278977
0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,1329.2613141294974
0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,1068.7673426584956
1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,8204.508277262068
2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,14260.497530768924
0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,681.2495914204869
0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,3240.3454753136803
0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,2765.2340240730996
0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,1441.3516462955145
0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,462.2084390715222
0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,892.6888377025048
1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,7703.736384999536
1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,8709.228513273712
0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,463.48434769322967
1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,5571.002812096819
0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,4151.944212766017
0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,2072.3252536210325
1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,10795.725538470406
0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,2462.1992706542883
1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,8227.268687576563
0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,1428.5350751640822
0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,-1217.4381935271235
0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,3582.928967727158
0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,38.98234282031808
1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,7371.659508642195
0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,1506.7186988538738
0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,3724.705452635472
1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,5541.8736804239925
0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,-301.369528934923
0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,5113.170770458733
0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,4200.153127496712
1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,2024.7090517430602
0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,2312.58673165752
0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,1098.3612876791708
1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,4877.861859622431
0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,83.67532147353404
0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,899.4352666616537
1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,7438.686478531497
0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,-361.1831228192991
1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,2477.8704115483656
0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,2105.8346347054216
1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,6608.19619728482
0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,4877.181982994157
1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,7236.792079443061
0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,3632.0224461157563
0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,1185.278901447024
0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,4202.577647559063
0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1927.9891184579396
1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,7055.554865054986
0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,545.700197956909
1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,7641.597968120361
0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,2598.848442732486
0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,830.269282029531
0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,3678.5837629237926
1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,5663.198614853013
0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,3135.4924263809735
0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,1327.9709367785185
0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,2059.021909731698
0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,1148.1458442145936
0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,831.4844470581688
0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,2022.2877632618106
0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,-2904.3080972926477
1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,6133.841214504999
2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,13500.976127368229
0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,995.800496580458
0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,2536.4658407134502
1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,10806.250472176847
0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,1422.5833690958293
1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,7551.583750658441
0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,3783.9174310089215
1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,5725.299771787526
0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,823.3902289974872
1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,7073.142929545555
1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,8157.580767697842
0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,2103.432323159747
0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,414.1212471840222
1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,7112.923057644695
0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,-1527.1246984074792
1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,5974.753786328999
0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,3875.165699575499
1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,7055.530395418682
0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,920.4182243570317
0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,3719.1846698626528
0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2034.1017209731299
1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,4348.347343192605
1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,5694.898268401257
0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,4196.209470396785
0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,576.7234729787074
0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,0.30494904391662203
0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1634.26455030866
0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,889.8301988170392
0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,419.2276168176518
0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,2163.24622185993
0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,1555.8660503783808
0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2870.688709752605
0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,1015.3469550334853
0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,165.63540661801017
0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,3484.4941449907087
0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,1999.8904264492471
0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,423.2240884608059
1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,1640.3865840043745
0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,1383.2094201119412
0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,1244.5590916169062
0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,4310.757275531518
1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,6159.6290608082845
0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,4051.298547317204
2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,17258.240149071684
1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,6303.3935557718105
0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,1605.8016899066292
0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,943.8641804146505
0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,2351.246946400365
0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,1533.2896975546305
0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,-677.2853594028029
1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,8531.662197613197
1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,4142.437539775816
0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1827.6284007658537
0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,742.5575039811961
0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,2826.9520359139838
0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,1167.550338737507
0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,2493.7982749857406
3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,19723.530157077395
0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,2713.064547878357
0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,1368.9147631219853
0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,1427.3238611063166
0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,1958.679166149153
1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,10452.3336026159
0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,270.18245964983953
1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,9387.974385508562
0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,1049.6885075117757
0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,-472.58492114484625
0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2815.5545035797745
1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,4662.685803368442
0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,1260.4816217674147
1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,8736.634618241804
0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,2497.525329104508
0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,968.8207778748242
1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,6409.852588113898
1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,7441.06517221914
0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,2101.9359336647162
1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,6418.876845617066
0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,1697.937616425033
1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,9152.312687805397
0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,-1000.0528604000601
0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,3874.127922206114
0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1237.6492361890828
1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,6345.453583871717
1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,11902.959577913613
0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,1951.463276736968
0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,708.8352100424731
0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1270.429148477247
1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,3905.119801360638
1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,4725.700325985967
1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,10294.95645203893
0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1454.084663074565
1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,5655.089753285063
0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,4051.66909125011
0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,2511.351638791261
0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,-518.7284808819254
0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,3090.6281760911515
0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,3683.3463559172224
0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,1151.7421838427595
2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,13863.501091782839
0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,3499.7965284613447
1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,6341.370165785267
0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,1330.392910167027
0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,1698.8742203227516
0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,-75.03997832041159
0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,863.770245985685
0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,625.0390647357735
1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,9661.853952665757
0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2817.464886711715
0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,2264.8889862551932
0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,548.9686428183691
1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,6214.526170076304
0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,800.0159031942435
1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,7340.969258288596
0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,1160.0607163073632
1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,4688.457189710662
0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,1802.5205124095532
0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,-311.70292416301663
0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,2025.3789442010852
0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,4240.293792745174
1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,5515.866240108304
1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,3739.074925477827
0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,2344.9712982261763
0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,796.1646170416211
0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,755.8315866165372
1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,5692.070790541566
0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,-1076.5796519599658
1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,4229.425016566772
1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,6841.30318788777
0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,1130.066141120743
0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,1276.8247101891702
0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,-1283.5905969346672
0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,1043.2069713096776
0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,4386.398050917805
0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,3346.504147076687
1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,4331.904542570365
0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,-29.254660144745685
0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,527.174243557843
0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,-1010.8340419734154
0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,568.8493758452682
1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,4314.751604986325
1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,382.4370982083178
0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,3080.7599722331197
0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,4633.770403798114
1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,987.415913482917
0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,753.5183369822175
0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,538.4848546463545
1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,5610.362562774965
1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,4564.193231913094
0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,206.79775651665886
0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,874.4273321287296
0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,2876.7041067205623
1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,5185.139626830049
1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,9017.328446464331
1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,5338.320900541553
0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,-811.4453299994607
0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1655.1248092344672
1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,5850.813063583032
0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,9.876597804292487
1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,10663.75982625071
0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,2390.092665281652
0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,2078.0177388668985
2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,16551.213023771514
0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,-608.3155686932969
0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,1098.5273298105635
0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,29.376585325042925
1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,6511.658669598373
1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,6576.018062887346
1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,8093.7885973136745
0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,3560.089054259651
1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,8216.71197339047
0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,3763.3040567751223
1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,4900.170162693792
0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,343.42183673094587
0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,-158.32526554050628
1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,5444.19243112547
0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,421.81140872357037
0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,778.1685768595721
0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,3439.0535094757192
0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,133.08827533872181
0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,2282.0438745259107
0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,-993.7205993705415
0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,1468.1059352555526
0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,3290.2541194225523
0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,2956.7574858003545
0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,2413.173323037749
0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,-81.10521212444519
0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,3611.6621494964543
1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,6078.722061934264
1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,4360.86314151919
0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,-2152.721794175294
1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,8395.070930655329
0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,2836.390821070815
0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,2552.3829524087387
0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,-228.05445094998277
0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,2876.9869079550663
1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,4928.591984077964
0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,173.55629954941605
2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,15292.138920571151
1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,7473.4290038422605
0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,3683.018169812285
0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,-282.47220101446555
1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,6461.515336304006
0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,498.06910000992275
0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,4487.396056537002
